"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Item","Remaining","Total Cost","Avg. Unit Cost","Sale Price","Margin"
"210000061295","081312300200","","","","Green Valley Yogurt Plain LF 24 oz","3","$16.29","$5.43","$7.59","28.46%"
"210000061570","854835004487","","","","Honey Mama's Cacao-Truffle Bar Chocolate Cake","12","$47.40","$3.95","$5.59","29.34%"
"210000061828","860009165823","","","","Old Country Creamery  Chocolate Milk Quart (32oz)","2","$3.80","$1.90","$2.79","31.9%"
"210000061936","810934031137","","","","Violife Mexican Shreds","5","$22.05","$4.41","$6.19","28.76%"
"210000062069","813636023912","","","","Califia Coconut Milk Unsweet Org 48oz","5","$24.55","$4.91","$8.29","40.77%"
"210000062108","899684002055","","","","Jolly Llama  Sorbet Pops Strawberry","3","$10.68","$3.56","$5.29","32.7%"
"210000062112","853687004911","","","","Pitaya  Acai Blueberry Smoothie Pops","5","$23.30","$4.66","$7.39","36.94%"
"210000062532","861029000118","","","","Malk Almond Milk Unsweet Org 28oz","6","$31.74","$5.29","$7.39","28.42%"
"210000062601","852095004766","","","","Johnny Pops Bars Red White & Boom Org","5","$0.05","$0.01","$6.99","99.86%"
"210000062639","828653727507","","","","Laubscher Swiss Cheese Slices 1.5#","5","$34.90","$6.98","$10.79","35.31%"
"210000062755","842232013041","","","","Nuts for Cheese  Cream Cheese Garlic Herb Org Vegan","3","$12.00","$4.00","$6.99","42.78%"
"210000062801","842232005039","","","","Nuts for Cheese  Un-Brie-Lievable Cheese Org Vegan","5","$32.15","$6.43","$8.99","28.48%"
"210000062812","860011639022","","","","Old Country Creamery Raspberry yogurt","3","$6.00","$2.00","$2.99","33.11%"
"210000062836","853883006030","","","","Ithaca Hummus Lemon Garlic 10 oz","5","$19.35","$3.87","$5.49","29.51%"
"210000062903","033776011864","","","","Earth Balance Buttery Spread Soy Free with Olive Oil","8","$43.62","$5.45","$7.99","31.76%"
"210000062958","896165002054","","","","Foodies Pumfu Shoyu","8","$38.64","$4.83","$6.69","27.8%"
"210000062971","860009482432","","","","Old Country Creamery Kefir Blueberry Quart","1","$3.00","$3.00","$4.49","33.18%"
"210000063397","744473477715","","","","So Delicious  Ice Cream Bar Vanilla SF","3","$15.69","$5.23","$7.29","28.26%"
"210000063407","855802003502","","","","Jeni's Ice Cream  Biscuits & Peach Jam","4","$26.92","$6.73","$9.39","28.33%"
"210000063467","854835004968","","","","Honey Mama's Cocoa Truffle Bar Peanut Butter Cup","19","$67.01","$3.53","$5.59","36.91%"
"210000063488","842232021046","","","","Nuts for Cheese Dip  Artichoke Jalapeno  Vegan","15","$61.65","$4.11","$5.79","29.02%"
"210000063500","810003515506","","","","Once Upon A Farm  Immunity Apple, Cherry & Elderberry","2","$5.74","$2.87","$3.99","28.07%"
"210000063513","850007391058","","","","The Coconut  Cult Yogurt  Chocolate Mousse","4","$30.80","$7.70","$10.79","28.64%"
"210000063552","850007391287","","","","The Coconut  Cult Yogurt  Strawberry","5","$38.50","$7.70","$10.79","28.64%"
"210000063633","072609058157","","","","Alden's Ice Cream  Marionberry Swirl 48 oz","3","$27.51","$9.17","$12.79","28.3%"
"210000063635","072609060440","","","","Alden's Sorbet Bar Limoncello Org. 4 pack","3","$15.72","$5.24","$6.99","25.04%"
"210000063679","853169002534","","","","Jeni's Ice Cream  Brown Butter Almond Brittle","4","$26.92","$6.73","$9.39","28.33%"
"210000063683","5060502402806","","","888024221225","Doughlicious Gelato Truffles Chocolate","5","$20.40","$4.08","$6.49","37.13%"
"210000063685","5060502402998","","888024221249","","Doughlicious Gelato Truffles  Mint Chocolate Chips","4","$16.32","$4.08","$6.49","37.13%"
"210000063699","018944001342","","","","Elmhurst Coconuts & Cashews Milk Unswt 32 oz","3","$16.14","$5.38","$7.49","28.17%"
"210000063701","018944001328","","","","Elmhurst Pistachio Barista 32 oz","4","$21.52","$5.38","$7.49","28.17%"
"210000063705","070934996168","","","","My Mochi Ice Cream  Strawberry","14","$7.84","$0.56","$6.49","91.37%"
"210000063707","070934996014","","","","My Mochi Ice Cream  Mango","7","$0.07","$0.01","$6.49","99.85%"
"210000064113","850057210071","","","","Honey Mama's Protein Crunch Bar Chocolate Cookie 1.25 oz","8","$16.00","$2.00","$2.79","28.32%"
"210000064117","850057210118","","","","Honey Mama's Protein Crunch Bar Peanut Butter Brownie 1.25 oz","7","$14.00","$2.00","$2.79","28.32%"
"210000064119","853169002015","","","","Jeni's Ice Cream  Dark Chocolate","4","$26.92","$6.73","$9.39","28.33%"
"210000064417","049568340067","","","","Follow Your Heart  Feta Cheese Crumbles","1","$3.83","$3.83","$4.79","20.04%"
"210000064450","767707002149","","","","Kerrygold Butter Salted 2 Sticks","4","$18.56","$4.64","$6.99","33.62%"
"210000064456","198168581216","","","","old country whole milk pints","2","$3.00","$1.50","$2.10","28.57%"
"210000064508","850010661605","","","","Live More  Smoothie Banana Split Org","6","$13.80","$2.30","$5.99","61.6%"
"210000064510","","","","","Live More Smoothie Basic Berry  Org","4","$9.20","$2.30","$5.99","61.6%"
"210000064554","860006229634","","","","Little Sesame Hummus Caramelized Onion","4","$14.56","$3.64","$5.19","29.87%"
"210000064556","860006229603","","","","Little Sesame Hummus Smooth Classic","6","$21.84","$3.64","$5.19","29.87%"
"210000064560","860006229641","","","","Little Sesame Hummus Herby Jalapeno","3","$10.92","$3.64","$5.19","29.87%"
"210000064672","850028051771","","","","Johnny Pops Bars Mini  Rainbow Org","2","$8.70","$4.35","$6.99","37.77%"
"210000064674","852095004575","","","","Johnny Pops Ice Cream  Bar Strawberry  Creme","2","$8.24","$4.12","$6.99","41.06%"
"210000064676","899684002437","","","","Jolly Llama  Ice Cream Cones Caramel Chocolate Chip DF GF","3","$10.65","$3.55","$5.49","35.34%"
"210000064756","829462001208","","","","Good Karma Flax Milk  Unsweet + Protein 64oz","2","$10.22","$5.11","$7.19","28.93%"
"210000064758","828653587507","","","","Laubscher Provolone  Cheese Slices 1.5#","3","$17.25","$5.75","$10.99","47.68%"
"210000064880","070934996618","","","","My Mochi Ice Cream  Cookies & Cream 1.5","41","$0.41","$0.01","$0.99","98.99%"
"210000064884","","","","","Old Country Creamery Milk Pint 16oz","2","$3.80","$1.90","$2.69","29.37%"
"210000064988","810934031298","","","","Violife Dip French Onion","3","$12.93","$4.31","$5.99","28.05%"
"210000065237","","","","","Old Forge Dairy White Cheddar","3","$0.00","$0.00","$0.00",""
"210000065301","853883006603","","","","Ithaca Hummus  Graza Olive Oil 10 oz","8","$37.20","$4.65","$6.49","28.35%"
"210000065433","764881018188","","","","Minerva  Butter Sticks Unsalted 8 oz","11","$35.09","$3.19","$4.49","28.95%"
"210000065581","198168535486","","","","Crunchy Ra Ra Yogurt 5.6oz Strawberry exp 2/8/26","6","$18.00","$3.00","$3.75","20%"
"210000065583","199284054240","","","","Crunchy Ra Ra Yogurt 5.6oz Mango","2","$6.00","$3.00","$4.19","28.4%"
"210000065699","198168064139","","","","Crunchy Ra Ra Yogurt 5.6oz Sprinkles","1","$3.00","$3.00","$4.19","28.4%"
"210000065701","199284340275","","","","Crunchy Ra Ra Yogurt 5.6oz Choco Banana","5","$15.00","$3.00","$4.19","28.4%"
"210000065873","842232006036","","","","Nuts for Cheese  Black Garlic Cheese Org Vegan","6","$34.62","$5.77","$8.99","35.82%"
"210000065927","093966009545","","","","Organic Valley Cheese Stringles Mozzarella 8 pack","10","$56.60","$5.66","$7.89","28.26%"
"210000066097","","","","","Old Forge Dairy Gouda","2","$24.00","$12.00","$0.00",""
"210000066126","854021008084","","","","Clio Mini Greek Yogurt Bars Strawberry 8 Pack","4","$0.04","$0.01","$6.49","99.85%"
"210000066128","854021008077","","","","Clio Mini Greek Yogurt Bars Vanilla 8 Pack","6","$0.06","$0.01","$6.49","99.85%"
"210000066130","860004120179","","","","Anne's Toum Dip Herby Za'atar","4","$10.28","$2.57","$6.79","62.15%"
"210000066215","852614006486","","","","Cocojune Coconut Yogurt Plain 4 oz","4","$8.16","$2.04","$2.89","29.41%"
"210000066217","859241007336","","","","Simply Sheep Yogurt  Vanilla 5.3 oz","5","$5.50","$1.10","$2.49","55.82%"
"210000066219","859241007329","","","","Simply Sheep Yogurt  Peach Mango 5.3 oz","1","$1.10","$1.10","$2.49","55.82%"
