"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Item","Remaining","Total Cost","Avg. Unit Cost","Sale Price","Margin"
"210000061417","047495800203","","","","apple oatmeal crumble box nature's bakery","6","$28.44","$4.74","$6.99","32.19%"
"210000061470","850023073570","","","","Solely Fruit Gummies Mango Passionfruit Org","6","$15.30","$2.55","$3.99","36.09%"
"210000061472","813724021622","","","","Watkins Natural Food Coloring","5","$26.95","$5.39","$8.29","34.98%"
"210000061601","870539001003","","","","Lovo Chocolate Bar Hazel Nut Milk","1","$2.98","$2.98","$4.49","33.63%"
"210000061725","899587003029","","","","Raw Revolution Peanut Butter Dark Chocolate & Sea Salt","4","$7.56","$1.89","$2.89","34.6%"
"210000061769","819019020233","","","","Olyra Breakfast  Biscuits Dark Chocolate Sandwich Org","4","$13.16","$3.29","$5.49","40.07%"
"210000061781","829696001951","","","","Wild Planet Skipjack  Tuna w/Olive Oil","9","$18.00","$2.00","$3.19","37.3%"
"210000061824","815369014861","","","","Cadia Honey Stick Org Raw","94","$20.68","$0.22","$0.39","43.59%"
"210000061845","","","","","Frankferd Farms Flakes Spelt 1#","2","$5.98","$2.99","$4.59","34.86%"
"210000061855","3433764142896","3291854112804","","","sea moss purple Irish 4oz herb to body","3","$20.07","$6.69","$19.99","66.53%"
"210000061857","3433764122195","","","","sea moss Irish powder 4oz herb to body","3","$18.78","$6.26","$13.49","53.6%"
"210000061899","711464019759","","","","Blue Dragon Egg Noodle Nests","4","$14.20","$3.55","$5.49","35.34%"
"210000062000","697658692239","","","","Manitoba Harvest Granola  Hemp Blueberry Org","2","$10.52","$5.26","$7.99","34.17%"
"210000062002","859480006404","","","","Safe Catch  Wild Yellow fin Tuna","4","$12.48","$3.12","$4.99","37.47%"
"210000062031","851844005061","","","","xylichew fruit gum 12pcs","15","$16.80","$1.12","$1.99","43.72%"
"210000062035","628451868279","","","","Chickapea Spaghetti Org 8 oz","3","$8.16","$2.72","$5.29","48.58%"
"210000062039","859056001307","","","","apricots OG 4oz pouch boxford bakehouse","9","$37.35","$4.15","$6.39","35.05%"
"210000062041","858847000420","","","","Navitas Hemp Protein Powder  Org  12 oz","6","$47.46","$7.91","$13.89","43.05%"
"210000062067","815369017237","","","","Cadia Seasoned Black Bean Org","8","$9.36","$1.17","$2.29","48.91%"
"210000062070","860251002662","","","","Pleather Tequila Lime Vegan Jerky","8","$32.56","$4.07","$6.29","35.29%"
"210000062114","022929428017","","","","Suzie's Saltine Crackers","12","$50.64","$4.22","$6.49","34.98%"
"210000062136","751217900934","","","","Simply Delish Jel Desert Raspberry","6","$11.52","$1.92","$2.99","35.79%"
"210000062190","815369010351","","","","Cadia Apple Sauce Gravenstein Org 24oz","7","$25.62","$3.66","$5.69","35.68%"
